blob_home,data_root,batch_id,image_id,cutout_num,datetime,cutout_id,cutout_path,is_primary,extends_border,cutout_version,schema_version,area,scientific_name,common_name,USDA_symbol,EPPO,authority,collection_location,polygon_id,hex,r,g,b,area_bbox,area_convex,axis_major_length,axis_minor_length,centroid0,centroid1,eccentricity,extent,solidity,perimeter,is_green,green_sum
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,4,2022:07:05 21:34:51,MD_Row-10_1657028269_4,MD_2022-07-05/MD_Row-10_1657028269_4.png,False,False,1.0,1.0,22589.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,121770.0,61572.0,440.5768920783857,175.9440332217688,198.72402496790474,106.1762362211696,0.9167988926220033,0.1855054611152172,0.3668713051386994,1750.895669792004,True,16307
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,5,2022:07:05 21:34:51,MD_Row-10_1657028269_5,MD_2022-07-05/MD_Row-10_1657028269_5.png,False,True,1.0,1.0,370296.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,2200318.0,1268506.0,2554.99882298484,854.9437916069946,3752.643588504295,4891.644088067406,4.777501352724688,1.2772132246980452,2.716340005682965,12662.64523013889,True,236533
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,6,2022:07:05 21:34:51,MD_Row-10_1657028269_6,MD_2022-07-05/MD_Row-10_1657028269_6.png,False,False,1.0,1.0,10827.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,69811.0,41888.0,352.8033510338305,223.772054951773,304.259872383195,229.0184087318292,1.6112035548699315,0.5468844074704322,0.9529365514184177,1437.509847460627,True,4211
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,7,2022:07:05 21:34:51,MD_Row-10_1657028269_7,MD_2022-07-05/MD_Row-10_1657028269_7.png,False,True,1.0,1.0,39106.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,250561.0,131330.0,877.428546061149,284.46527333122583,239.6899200873322,1665.5589762355535,1.9093599569303676,1.4615824115737126,2.1688758926922427,2658.671498536864,True,13827
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,8,2022:07:05 21:34:51,MD_Row-10_1657028269_8,MD_2022-07-05/MD_Row-10_1657028269_8.png,False,True,1.0,1.0,379042.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,1703258.0,1141543.0,1839.6796516292707,587.32579766298,1931.7763482305504,602.9312449591918,1.9343122879187444,0.3644132025669329,1.225597230977808,10590.980187193934,True,266847
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,9,2022:07:05 21:34:51,MD_Row-10_1657028269_9,MD_2022-07-05/MD_Row-10_1657028269_9.png,False,False,1.0,1.0,11754.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,91802.0,31878.0,441.29802090257544,73.07634346880123,186.0005104645227,120.01735579377234,0.9861939960770619,0.12803642622165096,0.3687182382834557,1186.3971490884194,True,7336
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,10,2022:07:05 21:34:51,MD_Row-10_1657028269_10,MD_2022-07-05/MD_Row-10_1657028269_10.png,False,True,1.0,1.0,14464.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,94026.0,23020.0,495.52656819505165,98.21369726713246,354.75969199260516,408.04023145289204,1.9546350987813472,0.6592010823655907,1.5022851821512067,1238.8052659963826,True,10180
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,11,2022:07:05 21:34:51,MD_Row-10_1657028269_11,MD_2022-07-05/MD_Row-10_1657028269_11.png,False,False,1.0,1.0,13868.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,59200.0,27554.0,300.518423699534,134.0020038394669,152.4689212575714,83.04723103547735,0.895081393551726,0.23425675675675675,0.5033026057922625,1015.0580079512685,True,5965
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,12,2022:07:05 21:34:51,MD_Row-10_1657028269_12,MD_2022-07-05/MD_Row-10_1657028269_12.png,False,False,1.0,1.0,79333.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,495470.0,312288.0,1046.9622486193773,355.761635805782,1158.6176623699066,707.2391301034672,1.8837816101685694,0.6073242338549031,1.2149302019355963,4800.3436841567545,True,49273
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,13,2022:07:05 21:34:51,MD_Row-10_1657028269_13,MD_2022-07-05/MD_Row-10_1657028269_13.png,False,True,1.0,1.0,21200.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,94535.0,50910.0,519.6416229491103,119.95354907636762,119.02212264150944,265.18990566037735,0.9729919625616353,0.22425556672132016,0.416421135336869,1421.6437943888952,True,10446
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,14,2022:07:05 21:34:51,MD_Row-10_1657028269_14,MD_2022-07-05/MD_Row-10_1657028269_14.png,False,False,1.0,1.0,51291.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,166412.0,98282.0,742.5431769499125,141.8923969214619,990.2995216349066,387.26926530510127,1.9693212734971575,0.64216627709353,1.360772707725588,2442.1160159025367,True,7513
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,15,2022:07:05 21:34:51,MD_Row-10_1657028269_15,MD_2022-07-05/MD_Row-10_1657028269_15.png,False,False,1.0,1.0,12345.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,122696.0,37799.0,442.79732670296374,91.85834256429055,140.8891859052248,201.87136492507088,0.9782456044880187,0.10061452696094413,0.32659594169157913,1211.609306503489,True,10042
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,16,2022:07:05 21:34:51,MD_Row-10_1657028269_16,MD_2022-07-05/MD_Row-10_1657028269_16.png,False,True,1.0,1.0,32868.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,153825.0,52019.0,811.4419224735492,116.08926835638067,280.4402123676852,1454.3367001297197,2.6832694722568267,1.240482061195775,2.2848395827830332,2001.1971849821691,True,13185
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,17,2022:07:05 21:34:51,MD_Row-10_1657028269_17,MD_2022-07-05/MD_Row-10_1657028269_17.png,True,True,1.0,1.0,357022.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,1834094.0,1211795.0,1699.062152451664,577.9849451630075,1534.9615341102342,1453.3185272448045,1.8930859363223798,0.5733559248179466,1.1441496456125657,11000.985058359069,True,273852
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,18,2022:07:05 21:34:51,MD_Row-10_1657028269_18,MD_2022-07-05/MD_Row-10_1657028269_18.png,False,True,1.0,1.0,16844.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,80592.0,33103.0,391.49407435292443,111.96531436328273,146.7315958204702,145.9577891237236,0.958231135384131,0.20900337502481636,0.5088360571549406,1195.0407640085652,True,12057
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,19,2022:07:05 21:34:51,MD_Row-10_1657028269_19,MD_2022-07-05/MD_Row-10_1657028269_19.png,False,True,1.0,1.0,14821.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,100440.0,21923.0,417.2601744354147,64.52248764759142,179.98974428176237,150.76958369880575,0.987971870344424,0.14756073277578655,0.6760479861332847,1140.1900423072327,True,4259
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,20,2022:07:05 21:34:51,MD_Row-10_1657028269_20,MD_2022-07-05/MD_Row-10_1657028269_20.png,False,True,1.0,1.0,13310.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,60702.0,22846.0,378.2429153237718,59.59015770691236,206.0359128474831,66.72464312546957,0.9875118606519752,0.21926789891601595,0.5825965158014532,1160.0580079512686,False,999
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,21,2022:07:05 21:34:51,MD_Row-10_1657028269_21,MD_2022-07-05/MD_Row-10_1657028269_21.png,False,True,1.0,1.0,325687.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,1222718.0,833358.0,1552.3876008063517,650.6049607455685,4648.221163820035,1270.3041151797947,3.097537830488053,1.8279788864109605,2.820392411606652,8661.071098603836,True,221601
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,22,2022:07:05 21:34:51,MD_Row-10_1657028269_22,MD_2022-07-05/MD_Row-10_1657028269_22.png,False,True,1.0,1.0,5877.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,34688.0,7888.0,364.8401440650855,52.65553789405196,149.9049435200195,257.5992434775568,1.9644847954928277,0.5089666770976694,1.5983971943620934,782.8681451127851,True,4296
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,23,2022:07:05 21:34:51,MD_Row-10_1657028269_23,MD_2022-07-05/MD_Row-10_1657028269_23.png,False,True,1.0,1.0,27546.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,109386.0,59502.0,588.9169302400038,93.10013274151959,114.67501633631018,342.7406883032019,0.9874251812794668,0.2518238165761615,0.4629424221034587,1667.1768029778864,True,18038
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,24,2022:07:05 21:34:51,MD_Row-10_1657028269_24,MD_2022-07-05/MD_Row-10_1657028269_24.png,False,True,1.0,1.0,110660.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,593084.0,294334.0,947.2699319262584,305.02297419661136,554.630052409665,966.2946418652455,1.8641698302450316,0.6633007023965664,1.265829040626588,5138.353964893272,True,68459
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,25,2022:07:05 21:34:51,MD_Row-10_1657028269_25,MD_2022-07-05/MD_Row-10_1657028269_25.png,False,True,1.0,1.0,243430.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,2105987.0,604488.0,2633.6569584340014,874.4577238055359,4752.048891464985,4536.484614115961,5.278142111550223,1.9412046626121333,3.6111695909377595,11377.979320642156,True,102752
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,26,2022:07:05 21:34:51,MD_Row-10_1657028269_26,MD_2022-07-05/MD_Row-10_1657028269_26.png,False,False,1.0,1.0,6770.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,28060.0,8884.0,244.08711802057505,41.616696925082685,59.39113737075332,116.2503692762186,0.9853577872592781,0.24126870990734142,0.7620441242683476,654.5889244992065,False,356
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,27,2022:07:05 21:34:51,MD_Row-10_1657028269_27,MD_2022-07-05/MD_Row-10_1657028269_27.png,False,True,1.0,1.0,4382.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,15405.0,8200.0,222.396779396995,40.97952499751505,38.61341853035144,109.17275216795984,0.9828769514542518,0.28445309964297305,0.534390243902439,602.6417023478424,True,1819
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,28,2022:07:05 21:34:51,MD_Row-10_1657028269_28,MD_2022-07-05/MD_Row-10_1657028269_28.png,False,True,1.0,1.0,7252.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,15164.0,10634.0,241.08444450908686,50.13821246264225,117.10052399338113,34.186707115278544,0.9781353102745599,0.4782379319440781,0.6819635132593568,636.7005768508881,True,5680
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,29,2022:07:05 21:34:51,MD_Row-10_1657028269_29,MD_2022-07-05/MD_Row-10_1657028269_29.png,False,True,1.0,1.0,267395.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,1351309.0,877133.0,1671.0200729539106,815.1882390294347,3495.5621737056945,4798.404635946938,5.159199314057724,3.321847710264451,4.860177367230318,11081.280656363573,True,173268
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,30,2022:07:05 21:34:51,MD_Row-10_1657028269_30,MD_2022-07-05/MD_Row-10_1657028269_30.png,False,True,1.0,1.0,5353.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,27132.0,6989.0,262.1089174268329,28.808765967311665,149.91817672333272,54.14533906220811,0.9939413853563882,0.19729470735662685,0.7659178709400486,722.5828278447966,True,3573
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,31,2022:07:05 21:34:51,MD_Row-10_1657028269_31,MD_2022-07-05/MD_Row-10_1657028269_31.png,False,True,1.0,1.0,35360.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,124773.0,67761.0,527.5725515221989,143.4382765351097,117.24946266968325,299.1122171945701,0.9623301707623211,0.2833946446747293,0.521834093357536,1977.5514780209699,True,15680
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,32,2022:07:05 21:34:51,MD_Row-10_1657028269_32,MD_2022-07-05/MD_Row-10_1657028269_32.png,False,True,1.0,1.0,3768.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,26544.0,8395.0,228.0946275001767,48.71127189432198,137.08200636942675,62.75557324840764,0.9769305406733604,0.14195298372513562,0.4488385944014294,661.3940110268396,True,1370
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,33,2022:07:05 21:34:51,MD_Row-10_1657028269_33,MD_2022-07-05/MD_Row-10_1657028269_33.png,False,False,1.0,1.0,5618.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,23944.0,13127.0,164.5930587007254,90.32173205549746,67.97436810252759,81.54663581345675,0.8359813565375067,0.2346308052121617,0.4279728803229984,720.8437584951455,False,218
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,34,2022:07:05 21:34:51,MD_Row-10_1657028269_34,MD_2022-07-05/MD_Row-10_1657028269_34.png,False,True,1.0,1.0,155734.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,933850.0,410657.0,1173.5207027063125,361.85930148869727,492.47320430991306,353.0137863279695,0.9512718192571807,0.16676554050436365,0.379231329308888,4839.3692962636715,True,124382
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,35,2022:07:05 21:34:51,MD_Row-10_1657028269_35,MD_2022-07-05/MD_Row-10_1657028269_35.png,False,True,1.0,1.0,12747.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,28898.0,21030.0,337.79776415700604,79.9390422941153,132.24119262455866,265.05253040408,1.9712511604170975,1.4410645071982282,1.606096633060681,1080.2640687119285,True,8367
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,36,2022:07:05 21:34:51,MD_Row-10_1657028269_36,MD_2022-07-05/MD_Row-10_1657028269_36.png,False,True,1.0,1.0,14826.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,60610.0,35109.0,321.74698953318523,145.69144912855663,96.36982328342101,212.2275731822474,0.8916051485342759,0.24461310014849036,0.422284884217722,1167.56053326821,True,3340
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,37,2022:07:05 21:34:51,MD_Row-10_1657028269_37,MD_2022-07-05/MD_Row-10_1657028269_37.png,False,True,1.0,1.0,4849.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,11834.0,8700.0,222.95873473685475,49.060321803894034,37.43163538873995,123.78366673540937,0.9754903625281345,0.4097515632922089,0.5573563218390805,545.9310242291876,True,1102
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,38,2022:07:05 21:34:51,MD_Row-10_1657028269_38,MD_2022-07-05/MD_Row-10_1657028269_38.png,True,True,1.0,1.0,10688.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,53667.0,21026.0,306.2030761288614,79.8148165748492,108.5406998502994,117.07204341317366,0.9654307307717759,0.19915404252147503,0.5083230286312185,914.7564927611035,True,7694
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,39,2022:07:05 21:34:51,MD_Row-10_1657028269_39,MD_2022-07-05/MD_Row-10_1657028269_39.png,False,True,1.0,1.0,1316.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,4347.0,1801.0,85.77189203677457,23.822556616154014,36.963525835866264,32.7629179331307,0.9606553675707428,0.3027375201288245,0.7307051637978901,254.45079348883237,False,134
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,40,2022:07:05 21:34:51,MD_Row-10_1657028269_40,MD_2022-07-05/MD_Row-10_1657028269_40.png,False,False,1.0,1.0,2138.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,3024.0,2326.0,102.43421659645207,27.356334375884916,51.65622076707203,16.797942001870908,0.96367922040144,0.707010582010582,0.9191745485812554,240.36753236814715,True,1650
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,41,2022:07:05 21:34:51,MD_Row-10_1657028269_41,MD_2022-07-05/MD_Row-10_1657028269_41.png,False,True,1.0,1.0,134001.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,676118.0,326731.0,1291.8263322777655,429.36546071055625,940.8680872663731,2832.3817699517576,3.767355258771702,1.7185550578796507,2.62634589031832,6007.595739028614,True,99732
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,42,2022:07:05 21:34:51,MD_Row-10_1657028269_42,MD_2022-07-05/MD_Row-10_1657028269_42.png,False,True,1.0,1.0,241123.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,1211546.0,689970.0,1962.1332048764223,827.3766963304568,1208.2321848948209,2696.832152390277,2.5327893760477895,2.103675193713436,2.9383519104852853,7973.107499061543,True,215504
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,43,2022:07:05 21:34:51,MD_Row-10_1657028269_43,MD_2022-07-05/MD_Row-10_1657028269_43.png,False,True,1.0,1.0,2053.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,4080.0,2313.0,109.09886432435447,24.996456397774573,57.30784218217243,20.67462250365319,0.9733987786720736,0.5031862745098039,0.8875918720276696,250.99494936611666,True,1562
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,44,2022:07:05 21:34:51,MD_Row-10_1657028269_44,MD_2022-07-05/MD_Row-10_1657028269_44.png,False,True,1.0,1.0,22840.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,125119.0,33524.0,559.0749196188727,109.69019424772907,745.2023337587202,148.31702736528933,1.9393641323725164,0.5048540699441321,1.4943108382046828,1323.9007204258878,True,11114
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,45,2022:07:05 21:34:51,MD_Row-10_1657028269_45,MD_2022-07-05/MD_Row-10_1657028269_45.png,False,True,1.0,1.0,87806.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,513619.0,280551.0,931.4082542152905,380.3272299044659,1318.5687293574206,913.9668686392772,1.8360828459541911,0.7078158137058127,1.2780763378472546,3535.549744917416,True,74924
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,46,2022:07:05 21:34:51,MD_Row-10_1657028269_46,MD_2022-07-05/MD_Row-10_1657028269_46.png,False,True,1.0,1.0,151036.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,721452.0,386997.0,2073.551387496247,695.8571618148617,2971.438642989744,5851.958964230138,8.60153499752671,3.1267921872064206,6.338174037510111,7667.846568411196,True,118583
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,47,2022:07:05 21:34:51,MD_Row-10_1657028269_47,MD_2022-07-05/MD_Row-10_1657028269_47.png,True,True,1.0,1.0,69950.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,422862.0,202496.0,943.1883396041978,320.0327620301655,507.410421729807,297.7485918513224,0.9406747921398061,0.16542039719814028,0.3454389222503161,3073.52727087208,True,50399
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,48,2022:07:05 21:34:51,MD_Row-10_1657028269_48,MD_2022-07-05/MD_Row-10_1657028269_48.png,False,True,1.0,1.0,3213.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,13875.0,4181.0,169.07045062653228,31.29551970499109,88.51384998443822,63.33302209772798,0.982719045075766,0.23156756756756758,0.7684764410428128,400.8599564173221,True,1112
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,49,2022:07:05 21:34:51,MD_Row-10_1657028269_49,MD_2022-07-05/MD_Row-10_1657028269_49.png,False,True,1.0,1.0,7573.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,40552.0,24721.0,322.40194222202734,94.35344894791193,80.23953519080945,166.74818433909942,0.9562172355329849,0.18674787926612743,0.30633874034221914,979.6782822743018,True,4870
data,semifield-cutouts,MD_2022-07-05,MD_Row-10_1657028269,50,2022:07:05 21:34:51,MD_Row-10_1657028269_50,MD_2022-07-05/MD_Row-10_1657028269_50.png,False,False,1.0,1.0,1559.0,Setaria faberi,Giant foxtail,SEFA,SETFA,Herrmann,MD,,#ad52b8,173,82,184,2835.0,1808.0,83.14727117726413,25.80728327869967,21.574085952533675,43.7132777421424,0.9506124380404033,0.5499118165784832,0.8622787610619469,211.16652224137047,False,986
